aid,fname,lname,birth_date,birth_country,birth_city,overall_rating,gender,description
nm0370144,Jack,Hawkins,09/14/1910,UK,England,0,0,"In Britain, special Christmas plays called pantomimes are produced for children. Jack Hawkins made his London theatrical debut at age 12, playing the elf king in ""Where The Rainbow Ends"". At 17, he got the lead role of St. George in the same play. At 18, he made his debut on Broadway in ""Journey's End"". At 21, he was back in London playing a young lover in ""Autumn Crocus"". He married his leading lady,"
nm1165110,Chris,Hemsworth,08/11/1983,Australia,Victoria,0,0,"Christopher Hemsworth was born on August 11, 1983 in Melbourne, Victoria, Australia to Leonie Hemsworth (née van Os), an English teacher & Craig Hemsworth, a social-services counselor. His brothers are actors,"
nm0000321,Gabriel,Byrne,05/12/1950,Ireland,Dublin,0,0,"Byrne was the first of six children, born in Dublin, Ireland. His father was a cooper and his mother a hospital worker. He was raised Catholic and educated by the Irish Christian Brothers. He spent five years of his childhood in a seminary training to be a Catholic priest. He later said, ""I spent five years in the seminary and I suppose it was assumed that you had a vocation. I have realized subsequently that I didn't have one at all. I don't believe in God. But I did believe at the time in this notion that you were being called."" He attended University College Dublin, where he studied archeology and linguistics, and became proficient in Irish. He played football (soccer) in Dublin with the Stella Maris Football Club."
nm1587175,Mona,Singh,10/08/1981,India,Chandigarh,0,1,"Mona Singh was born on October 8, 1981 in Chandigarh, India. She is an actress and producer, known for"
nm0334318,Stephen,Graham,08/03/1973,UK,England,0,0,"Stephen Graham was born August 3, 1973, in the small town of Kirkby, Lancashire, to a pediatric nurse mother and a social worker father. His paternal grandfather was Jamaican, and one of his grandmothers was Swedish. After years of small parts, he finally got his big break in an unexpected way, playing the dim-witted Tommy in"
nm0005377,Sam,Rockwell,11/05/1968,USA,California,0,0,"Sam Rockwell was born on November 5, 1968, in San Mateo, California, the only child of two actors,"
nm0851582,Audrey,Tautou,08/09/1976,France,Puy-de-Dôme,0,1,"Audrey Justine Tautou was born on August 9, 1976 in Beaumont, France, to Evelyne Marie Laure (Nuret), a teacher, and Bernard Tautou, a dental surgeon. Audrey showed an interest for comedy at an early age and started her acting lessons at 'Cours Florent'. In 1998 she won the best young actress award in the ninth 'Jeune Comedien de Cinema Festival' in Bezier. Then, she came to the attention of"
nm0000437,Woody,Harrelson,07/23/1961,USA,Texas,0,0,"Academy Award-nominated and Emmy Award-winning actor Woodrow Tracy Harrelson was born on July 23, 1961 in Midland, Texas, to Diane Lou (Oswald) and"
nm0002104,Paulette,Goddard,06/03/1910,USA,New York,0,1,"Paulette Goddard was a child model who debuted in ""The Ziegfeld Follies"" at the age of 13. She gained fame with the show as the girl on the crescent moon, and was married to a wealthy man by the time she was 16. After her divorce she went to Hollywood in 1931, where she appeared in small roles in pictures for a number of studios. A stunning natural beauty, Paulette could mesmerize any man she met, a fact she was well aware of. One of her bigger roles in that period was as a blond ""Goldwyn Girl"" in the"
nm0002233,Erich,von,09/22/1885,Austria-Hungary [now Austria],Vienna,0,0,"Erich von Stroheim was born Erich Oswald Stroheim in 1885, in Vienna, Austria, to Johanna (Bondy), from Prague, and Benno Stroheim, a hatter from Gleiwitz, Germany (now Gliwice, Poland). His family was Jewish."
nm0000701,Kate,Winslet,10/05/1975,UK,England,0,1,"Ask Kate Winslet what she likes about any of her characters, and the word ""ballsy"" is bound to pop up at least once. The British actress has made a point of eschewing straightforward pretty-girl parts in favor of more devilish damsels; as a result, she's built an eclectic resume that runs the gamut from Shakespearean tragedy to modern-day mysticism and erotica."
nm1129884,Leandro,Firmino,06/23/1978,Brazil,Rio de Janeiro,0,0,"Leandro Firmino was born on June 23, 1978 in Rio de Janeiro, Rio de Janeiro, Brazil. He is an actor, known for"
nm1323287,Roe-ha,Kim,11/15/1965,South Korea,Gyeonggi-do,0,0,"Roe-ha Kim was born on November 15, 1965 in Gyeonggi-do, South Korea. He is an actor, known for"
nm0851302,Tsutomu,Tatsumi,01/01/1970,unknown,unknown,0,0,"Tsutomu Tatsumi is an actor, known for"
nm0680983,Elliot,Page,02/21/1987,Canada,Nova Scotia,0,0,"Elliot Page was born in Halifax, Nova Scotia to Martha Philpotts, a teacher, and Dennis Page, a graphic designer. Page wanted to start acting at an early age and attended the Neptune Theater School. They began their career at the age of 10 on the award-winning television series"
nm0000142,Clint,Eastwood,05/31/1930,USA,California,0,0,
nm0468003,Hubert,Koundé,12/30/1970,December 30,unknown,0,0,"Hubert Koundé was born on December 30, 1970. He is an actor and director, known for"
nm0753716,Albert,Rémy,04/09/1915,France,Seine [now Hauts-de-Seine],0,0,"Albert Rémy was born on April 9, 1915 in Sèvres, Seine [now Hauts-de-Seine], France. He was an actor and director, known for"
nm1706767,Jonah,Hill,12/20/1983,USA,California,0,0,"Jonah Hill was born and raised in Los Angeles, the son of"
nm0248408,Emilio,Echevarría,01/01/1970,Mexico,unknown,0,0,"Emilio Echevarría was born in Mexico. He is an actor, known for"
nm0814280,Kang-ho,Song,01/17/1967,South Korea,South Gyeongsang Povince,0,0,"Song Kang-ho never professionally trained as an actor, beginning his career in social theater groups after graduating from Kimhae High School. Later, he joined Kee Kuk-seo's influential theater company with its emphasis on instinctive acting and improvisation, which proved to be Song's training ground. Although regularly approached to act in films, he always turned down the opportunity until taking a role as an extra in Hong Sang-soo's"
nm3478396,Luke,Bracey,04/26/1989,Australia,Sydney,0,0,"Luke Bracey was born in Sydney, Australia and made his acting debut in Aussie soap opera,"
nm0536009,Lamberto,Maggiorani,08/28/1909,Italy,Lazio,0,0,"Lamberto Maggiorani was born on August 28, 1909 in Rome, Lazio, Italy. He was an actor, known for"
nm0413168,Hugh,Jackman,10/12/1968,Australia,New South Wales,0,0,"Hugh Michael Jackman is an Australian actor, singer, multi-instrumentalist, dancer and producer. Jackman has won international recognition for his roles in major films, notably as superhero, period, and romance characters. He is best known for his long-running role as Wolverine in the X-Men film series, as well as for his lead roles in the romantic-comedy fantasy Kate & Leopold (2001), the action-horror film Van Helsing (2004), the drama The Prestige and The Fountain (2006), the epic historical romantic drama Australia (2008), the film version of Les Misérables (2012), and the thriller Prisoners (2013). His work in Les Misérables earned him his first Academy Award nomination for Best Actor and his first Golden Globe Award for Best Actor - Motion Picture Musical or Comedy in 2013. In Broadway theatre, Jackman won a Tony Award for his role in The Boy from Oz. A four-time host of the Tony Awards themselves, he won an Emmy Award for one of these appearances. Jackman also hosted the 81st Academy Awards on 22 February 2009."
nm0001037,Graham,Chapman,01/08/1941,UK,England,0,0,"Graham Chapman was born on January 8, 1941 in Leicester, England while a German air raid was in progress. Graham's father was a chief police inspector and probably inspired the constables Graham often portrayed later in comedy sketches. Graham studied medicine in college and earned an M.D., but he practiced medicine for only a few years."
nm0147070,Glen,Cavender,09/19/1883,USA,Arizona,0,0,"Glen Cavender was born on September 19, 1883 in Tucson, Arizona, USA. He was an actor and director, known for"
nm0645683,Sophie,Okonedo,08/11/1968,UK,England,0,1,Sophie Okonedo is a British actress. She was nominated for the Academy Award for Best Supporting Actress for her role as Tatiana Rusesabagina in
nm1126340,Ryûnosuke,Kamiki,05/19/1993,Japan,Fujimi,0,0,"Ryunosuke Kamiki was born in Fujimi. He was diagnosed with a rare disease soon after he was born and was lucky enough to become one of the 1% who survived the disease. To celebrate this miracle, his mother decided to register him as a child actor in an agency to record his growth. He acted in his first TV ad when he was 2 & quickly became one of the best child actors of his generation. He debuted in TV drama when he was 6, playing the stepson of the main character Takeshi Kurosawa (played by Japanese idol Masahiro Nakai) in the 1999's TV drama Good News. He also appeared briefly as a supporting actor in the 1998's drama Happy Mania and as since acted in numerous TV dramas, including Quiz (2000), Namida o fuite (2000), Mukodono! (2001), Wedding Planner(2001), Tantei Kazoku(2002). As he got older, he also started to act in big screen productions such as Insutoru (2004), Otosan no backdrop (2004), Ren'ai-shousetsu (2004) & Survive Style 5+ (2005)."
nm0001971,Ewen,Bremner,01/23/1972,UK,Scotland,0,0,"Born in Edinburgh, Scotland, Ewen Bremner has worked with many of the most respected directors in world cinema, including Danny Boyle, Mike Leigh, Ridley Scott, Joon-Ho Bong, Werner Herzog and Woody Allen. Ewen has established himself by creating unique characters in critically acclaimed films, as well as going toe to toe with many of Hollywood's biggest stars."
nm0001221,Louise,Fletcher,07/22/1934,USA,Alabama,0,1,"Born in Birmingham, Alabama, to Episcopal minister Robert Fletcher and his wife Estelle, both of whom were deaf, Louise Fletcher was introduced to performing at a young age by the aunt who taught her to speak. After graduating from the University of North Carolina, she took a trip out west with her roommates, finding herself in Los Angeles without enough money to return home. She took a temporary job as a receptionist and signed up for acting classes at night. Soon she was working regularly in television and film, but after marrying producer"
nm0003817,Michael,Clarke,12/10/1957,USA,Illinois,0,0,"Michael Clarke Duncan was born on December 10, 1957 in Chicago, Illinois. Raised by his single mother, Jean, a house cleaner, on Chicago's South Side, Duncan grew up resisting drugs and alcohol, instead concentrating on school. He wanted to play football in high school, but his mother wouldn't let him, afraid that he would get hurt. He then turned to acting, dreaming of becoming a famous actor."
nm0000197,Jack,Nicholson,04/22/1937,USA,New Jersey,0,0,"Jack Nicholson, an American actor, producer, director and screenwriter, is a three-time Academy Award winner and twelve-time nominee. Nicholson is also notable for being one of two actors - the other being"
nm4299147,Sareh,Bayat,10/06/1979,Iran,Tehran,0,1,"Sareh Bayat was born and raised in Tehran, Iran. She majored in Theater at university and received a Diploma of Honor for Best Actress from Tehran's Police Theatre Festival in 2006. She furthered her acting training at Karnameh Institute of Arts and Culture's School of Cinematic Arts where she received lessons by renowned actor,"
